@relation mydata-weka.filters.unsupervised.attribute.Remove-R5-6-weka.filters.unsupervised.attribute.Remove-R6-7-weka.filters.unsupervised.attribute.Remove-R7-8-weka.filters.unsupervised.attribute.Remove-R8-9-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R1

@attribute GP numeric
@attribute PTS numeric
@attribute FG. numeric
@attribute X3P. numeric
@attribute FT. numeric
@attribute REB numeric
@attribute AST numeric
@attribute STL numeric
@attribute BLK numeric
@attribute TOV numeric
@attribute TARGET_5Yrs numeric

@data
48,16.5,43.9,41.2,71.3,6.4,2.4,1.7,1,2.4,1
82,8.9,42.5,26.2,55.1,4.3,6.5,1.7,0.2,2.5,0
50,10.9,46.5,43.3,63.9,1.7,1.9,0.5,0.2,1.3,1
28,6.3,50,0,71.7,10.3,0.9,0.9,0.6,1.2,1
41,3.7,35.7,35.7,50.7,5.2,0.6,0.4,0.3,0.8,1
49,9.9,42.5,35.8,81.8,2.3,2.5,0.9,0.5,1.6,1
50,10.1,44.9,36.5,78.2,3.5,1.6,1.5,0.4,1.1,0
47,9.6,45.2,30,58.8,6.4,0.7,0.8,0.3,1.4,1
50,8.2,46.3,40,71.3,4.3,0.9,0.6,0.1,1.5,1
25,12.3,49,25,69.7,5.5,1.7,1.2,0.2,1.9,0
50,9.1,41.1,15.4,70.9,3.8,1.5,0.9,0.3,1.4,1
49,5.3,53.7,0,53.8,3.7,0.8,0.9,0.9,0.9,1
49,6.2,46.8,0,67.5,3,0.4,0.4,0.3,0.5,1
42,4.1,32.9,16.7,75,1.2,1.6,0.5,0.2,1.1,0
28,3.3,45,0,56.8,3.4,0.4,0.4,1.1,0.8,1
24,5.2,36.1,40.3,82.4,1.8,1.8,0.5,0,0.7,1
39,5.6,50,38.9,71.4,1.9,0.5,0.2,0.1,0.5,1
67,7.8,36.7,33.5,64.6,3.3,3.1,1.5,0.3,1.3,0
34,3.5,36.4,32.7,100,0.9,1.5,0.3,0.1,0.9,1
26,5.1,73.7,0,50,3,0.2,0.4,0.8,0.4,1
38,6.3,56.5,50,79.4,3.1,0.6,0.2,0.5,0.8,1
46,4.5,40.5,16.7,76.3,1.8,1.3,0.7,0.1,1.2,1
30,3.2,36.5,40,55.6,1.6,0.7,0.3,0.1,0.6,0
31,3.8,37.6,21.4,67.5,1.3,0.3,0.3,0.3,0.7,0
34,4.8,38,10,82.2,1.5,0.4,0.1,0,0.7,0
22,3,38,16.7,66.7,0.8,1.5,0.3,0,0.9,1
27,2.9,39.5,20,69.2,2,0.5,0.3,0.1,0.4,0
24,2.1,29.4,26.1,75,0.9,0.8,0.2,0,0.5,0
59,11.9,44.8,31.4,82.9,3.2,3.5,0.9,0.2,1.6,0
35,3.3,44.3,0,77.8,1.9,0.4,0.5,0.2,0.6,0
33,2.4,37.1,30,78.6,0.7,0.9,0.1,0,0.7,0
24,2.7,41.2,16.7,71,1.3,0.1,0.2,0.1,0.5,1
26,1.6,35.7,0,57.1,1.4,0.1,0.2,0.1,0.5,1
62,19.7,42.6,30.8,84.6,6.6,1.7,1,0.4,2.6,1
80,15.3,45,10.7,83.9,3.5,2.2,1.6,0.2,1.6,1
80,9,44.1,0,80.1,3.2,8.2,2.5,0.2,2.4,1
82,10.1,48,0,71.6,4,2,1.2,0.6,2,1
82,10.1,48,0,71.6,4,2,1.2,0.6,2,0
68,11.6,39.2,25.9,81.4,4.4,4.7,1.5,0.2,2.7,1
77,10.1,42.2,34.1,84.2,2.8,3.6,0.7,0.1,2.5,0
77,7.5,37.1,32.8,72.7,2.2,4.3,0.8,0.1,1.6,1
66,11.7,40.8,20.2,87.3,2.8,3.4,1.3,0.2,1.9,1
80,11.2,37.4,32.9,85,2.4,3.9,1.3,0.1,2.2,1
74,7.8,41.6,21.2,65.9,1.9,4.5,0.7,0.1,2.2,1
66,7.7,40.4,32.1,78.3,1.9,1.2,0.8,0.4,1.1,0
65,8.4,44.6,21.4,70.2,5.4,0.9,0.8,1.1,1.5,1
77,11,44.7,36.3,74,3.7,1.2,0.7,0.2,1.5,1
80,10.2,45.2,33.3,77.6,5.6,1,0.6,0.4,2,1
71,11.5,47.6,0,70.9,4.2,0.7,0.5,0.6,1.5,1
52,9.5,49,14.3,67.9,4.5,1.2,0.4,0.3,1.2,1
54,6,44.3,32.1,72.2,1.5,1.9,0.7,0.1,1.1,1
58,5.8,36.7,25,61.7,1.2,1.9,1.1,0.2,1.7,0
64,7,45,34.1,71.2,4.2,1.5,0.8,0.9,1,1
38,4.3,34.8,36.1,67.7,1.5,2.6,0.7,0.1,1.4,1
38,6.4,40.7,37.7,62.1,2.4,0.9,0.5,0.2,1.3,0
74,3.8,42.8,0,68.8,3.4,0.3,0.4,1.3,0.6,1
34,6.4,43.9,39.8,57.1,3.6,1.3,0.6,0.5,1.1,0
32,6.7,41.4,11.1,65.2,5.1,0.9,0.6,0.3,1.4,0
58,4,44.9,0,59.7,2.9,0.3,0.2,1.4,0.7,0
35,3.5,37.8,0,70,1.1,1.9,0.4,0,1.3,1
39,3.3,41.4,16.7,72.1,1.7,0.9,0.4,0.1,0.8,0
54,2.8,48.7,0,75.9,2,0.3,0.4,0.2,0.8,1
39,3.5,47.1,0,52.2,2.4,0.5,0.5,0.1,0.8,0
45,3.1,36.1,37.5,70.6,0.8,1.9,0.2,0,1.2,1
38,1.4,32.9,28.6,42.9,0.6,1.2,0.6,0.1,0.7,0
40,3.8,41.8,33.3,83.8,1,0.2,0.3,0.2,0.5,1
37,1.9,39.7,32.1,65,0.7,0.5,0.3,0.1,0.3,1
76,23.5,41.6,34.1,70.2,4.1,7.5,2.1,0.3,4.4,1
82,16.4,42.6,37.7,77.1,3.9,3,1.9,0.4,1.6,1
82,17.5,42.5,32.7,63.1,9,3.2,1.3,0.7,2.8,1
80,18.7,45.3,25.9,74.6,6.9,2.2,1,1,2.8,1
67,15.8,40.8,35.4,72.7,2.7,7.8,1,0.3,3.1,1
82,13.4,43,39.3,82.3,4,2.6,0.9,0.1,1.8,1
63,14.8,48.2,14.3,69.3,6.3,1.5,1.1,2.1,2.1,1
82,9.4,44.1,40.4,76.3,2,3.7,1,0,1.5,1
77,7.3,48.1,25,58.7,6.1,0.6,0.6,0.8,1,1
62,7.9,39.6,28.7,75.2,3.2,1.2,0.7,1.1,1.7,0
68,8,57.3,0,69.6,7.3,0.6,0.6,1.4,0.5,1
41,4.6,37.9,38.2,61.5,1.7,1.6,0.7,0.2,0.8,0
65,5.9,46.2,51.1,68.7,2.8,0.8,0.4,0.1,1.1,1
71,4.8,50.9,0,62,4.5,0.5,0.4,0.8,0.7,1
71,7.6,41.7,37.5,81.9,1.9,1.3,0.7,0.3,1.6,1
64,3.9,43.7,40.9,64.6,1.5,2.4,0.6,0.2,1.6,1
57,4.8,54.9,0,60.5,3.5,0.3,0.2,0.4,1,1
72,5.1,39,100,63.7,4.1,0.6,0.3,1,1.2,1
50,8.7,41.4,36.5,76.3,2.3,1.7,0.6,0.2,0.9,0
61,5.4,46.5,46.4,82.4,1.6,1.6,0.6,0.1,1.1,1
43,5,44.4,0,64.9,3.4,0.4,0.3,0.5,0.9,1
75,4.1,42.9,0,69.1,3.3,0.3,0.1,0.3,0.7,1
68,4.8,51.7,50,71.8,2.3,0.5,0.3,0.4,1.1,1
80,3.9,39.7,30.1,65.8,1.2,1.5,0.5,0.1,0.9,1
57,3.1,41.7,20,56.5,2.9,0.3,0.3,0.3,0.4,0
45,4.1,45.1,0,60.3,2.8,0.2,0,0.6,0.6,1
54,3,47.7,0,61.3,3,0.6,0.5,0.3,0.8,1
70,2.2,44.6,0,73.8,2.4,0.2,0.2,0.5,0.6,0
65,6.3,35.2,31.4,59.1,3,1.2,0.6,1.1,1.3,0
36,2.3,53.2,0,48.6,1.6,0.4,0.3,0.2,0.6,1
35,2.2,52.6,0,55.2,1.7,0.2,0.1,0.1,0.4,0
35,1.8,38.2,28.6,57.1,0.7,0.4,0.2,0.3,0.5,1
35,3.2,55.1,0,56.5,1.2,0.3,0,0.3,1.1,0
70,19,42.6,39.5,79.7,4,9.3,1.4,0.3,3.8,1
82,15,47.6,32.8,74.9,4.6,3.5,1,0.4,1.6,1
72,19.2,41.4,31.8,74.7,3.7,3.9,1.1,1.1,3.5,1
82,15.3,45.8,35.7,77.3,8.7,1,1,1.6,1.7,1
77,13.3,45.7,0,73.2,7.4,1.4,0.6,0.7,2,1
80,10.8,41.2,36.8,78.2,2.5,6.1,1.1,0,2.4,0
76,13.4,48.5,0,68.3,7.5,1,0.7,1.5,2,1
80,10.4,49.1,28.6,70.5,6.3,1.8,1.1,1.6,1.4,1
65,10.1,48.7,32.9,65,4.7,1.3,0.7,0.8,1.6,1
79,10.1,47.4,41.6,81,2.1,2.9,1.2,0.3,1.5,1
64,10.7,44.1,30,67.1,3.4,1.1,0.9,0.2,1.4,1
74,9,50.1,0,66.3,5.9,0.6,0.6,0.5,1.3,1
54,6.3,48,0,65.1,5.6,0.6,0.4,0.2,1.1,0
79,6.4,44.2,0,59.5,4.5,0.6,0.6,0.5,1.1,1
69,7.5,51.3,0,55.3,3.4,0.7,0.4,0.2,1.3,1
72,5,43.9,27.3,68.6,4.4,0.8,0.3,0.4,0.9,0
75,4.5,55.7,0,70.8,4,0.2,0.2,1.6,0.8,1
42,5.5,40.2,39.8,76.7,1,2.7,0.4,0,1.5,1
79,5.3,41.1,34.6,70.2,1.7,2.9,0.7,0.3,1.5,1
69,3.8,56.7,0,66.2,2.9,0.2,0.7,0.6,0.6,1
62,4.5,43.1,14.7,70.1,1.8,1.4,0.3,0.2,1,0
62,4.9,38.7,34.4,83.3,1.2,1.1,0.5,0.1,0.7,0
51,5.1,38.2,36.4,78.6,2.2,2.5,0.8,0.1,1.6,0
64,3.9,40.9,26.9,66.1,3.4,0.5,0.4,0.5,0.5,1
44,6.6,45.3,32.7,65.3,1.4,1.1,0.7,0.2,1,0
57,3.6,47.3,0,66.7,3.1,0.1,0.1,1.1,0.4,1
53,5.6,46.6,0,56,2.2,0.4,0.2,0.2,1.4,1
36,2.9,33,31,67.4,1.2,1.5,0.4,0.1,1.2,0
60,4,41.5,26.2,81.7,1.7,0.7,0.2,0.1,0.7,1
59,3.7,42.3,32,83.3,0.7,1.6,0.3,0.1,1.1,1
57,3.2,43.8,0,58.8,1.9,0.4,0.2,0.1,0.8,1
47,5.3,34,31.1,67.4,3.2,1.2,1.2,0.3,1.4,0
43,2.7,42,20,59.2,1,1.7,0.7,0,0.9,1
41,2.6,34.3,30.3,72.2,0.6,1.2,0.5,0.1,0.8,0
61,3.1,37.6,0,65.6,1.8,0.2,0.3,0.2,0.7,0
49,1.8,35.6,22.2,75,1.6,0.3,0.2,0.2,0.3,0
53,2.5,45,0,56.1,1.5,0.2,0.3,0.1,0.5,0
33,1.1,39,0,62.5,0.8,0.1,0.1,0.1,0.1,0
70,19.9,47.7,14.8,73.2,6.4,5,1.8,0.9,2.9,1
80,21.9,45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,0
80,21.9,45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,1
65,17,48.9,0,66.4,8.4,2.5,0.8,0.2,2.5,1
63,6,57.5,0,55.1,5.8,0.7,0.3,0.4,0.8,0
79,11.7,38.5,27.2,69.8,5.4,7.7,1.9,0.3,3.2,1
81,14.1,40.2,29.8,75.4,4.4,1.6,0.9,0.7,2,1
64,14,46,37,72.2,3.9,2,2,0.6,1.2,1
78,10,53.4,0,63.5,7.3,0.5,0.4,0.8,1.4,1
72,12.6,39.4,28.4,66.2,5.6,1.5,0.6,1.2,1.6,1
80,13.2,51.1,25,63.6,7.5,1.2,0.6,1.4,2,1
79,11.4,46.5,0,64.5,6,0.6,0.5,1.3,1.9,0
78,10.4,48.4,43.6,79.2,2.6,1.3,0.6,0.3,1,1
66,6.8,48.5,28.6,44.7,7.4,0.7,0.5,0.6,1.4,0
81,8.2,45.4,31.6,73.9,2.7,4.8,0.8,0.3,2,1
32,5.9,41.9,37.5,68.1,2.5,1.3,1,0.3,0.9,0
67,9.2,44.3,39.2,71.4,2.8,4.3,1.1,0.1,2,1
53,5.8,38,32.8,75.3,1.3,4.1,0.8,0.1,1.4,1
45,6.5,44.4,39.3,68.5,2.9,2,0.8,0.4,0.9,1
37,7.4,47.5,21.4,64.8,1.9,2.7,0.8,0,1.5,0
64,4.7,46.5,0,49.2,3.4,0.5,0.6,0.6,0.8,0
62,3.9,45.7,0,61.4,2.7,1.1,0.7,0.2,0.9,0
63,6,51.5,16.7,83.3,2.2,1,0.5,0.3,0.7,1
81,7,44.1,37.4,78.3,1.6,1,0.5,0.2,0.8,1
55,3.5,38.1,31.4,70,1.1,3.2,0.7,0,1.8,0
46,3.9,59.1,100,48.9,3.3,0.5,0.2,0.6,0.5,0
41,3.3,45.1,0,44.7,2.4,1.2,0.5,0.1,1,1
46,4.1,53,40,61.8,3.3,0.8,0.4,0.1,0.8,1
49,2.4,32.8,24.3,77.5,1,1.9,0.4,0.1,1,1
53,2.7,43.3,0,75,2.3,0.5,0.4,0.4,0.5,1
60,3.3,50,26.3,67.9,1.2,1,0.6,0.2,0.8,0
58,4.6,38.4,30.1,64.9,1.1,1,0.2,0.1,0.9,0
59,3.5,42.4,0,69.4,2.6,0.6,0.2,0.1,0.8,1
55,1.7,47.9,0,68.3,1.9,0.2,0.2,1.1,0.3,1
41,4.1,38.8,36,68.2,1.4,0.4,0.3,0.4,0.7,0
46,3.3,56.2,33.3,41,1.2,0.7,0.4,0.1,0.7,0
42,3,37.2,24,65.3,0.8,0.4,0.3,0.1,0.4,0
49,4.8,42.6,38.4,71.1,0.5,1,0.3,0,1,0
38,3.1,39.5,31,66.7,0.6,1.1,0.3,0.1,0.7,0
82,16,46.6,26.7,74.2,5.4,6.6,2.3,0.6,3.6,1
79,19.2,40.6,28.4,69.9,4.5,3.4,1.1,0.2,3.1,1
81,13.6,39.4,33.8,78.1,2.9,5.8,1.1,0.1,1.8,1
76,17.5,55.2,0,53.2,9.1,3.6,1.2,2.2,2.7,1
47,5.2,44.7,27.1,72.1,3.6,0.7,0.5,0.5,0.8,0
82,13.5,50.1,20,56.9,7.6,2,0.7,1.4,2,1
79,16.6,46.8,36,81.1,4,2.6,0.7,0.3,2.8,1
82,10.3,37.5,33.3,73.2,2.3,4.8,1.5,0.1,2.2,1
79,9.4,41.9,31.1,77.8,5.1,1.6,0.7,0.6,1.1,1
71,9.6,50.8,0,59.6,5.8,1.4,1.4,0.4,1.2,1
79,5.7,41.5,16.7,75.7,6.2,1.2,0.9,1.2,0.9,1
65,12,47,4.3,77,2.9,1.9,1,0.1,1.7,1
37,6.9,58.7,0,59.2,5.7,1,1,1,0.8,1
81,5.8,47.9,0,72.9,7.5,1.2,0.8,0.4,1.2,1
81,7.7,50.8,0,64.2,6.2,0.7,0.6,1,1.3,1
79,8.5,40.5,29.9,82.4,1.5,1.3,0.4,0.2,1.3,1
49,8.7,54.5,0,71.1,3.1,0.6,1.5,0,0.9,0
79,8.1,43.9,38,67.2,2.9,1.3,0.8,0.6,1.7,1
75,6.9,49.5,0,57.8,3,1,0.7,0.3,1.2,1
66,6.7,41.8,29.5,84.1,2,2.9,0.9,0.1,1.4,1
67,5,48.4,9.1,61.4,2.7,0.8,1,0.3,0.8,1
23,4.2,47.6,0,60,3.5,0.7,0.6,0.1,0.8,0
47,4.6,36.2,26.6,82.5,2.3,0.8,0.7,0.3,0.6,0
74,5.5,40.6,0,67.5,3.3,0.2,0.3,0.7,1,0
77,5.4,42.1,21.2,73.1,2,1.4,0.6,0.1,1,1
51,4.8,41.9,33.3,65.7,2.6,1.2,0.7,0.3,0.9,1
68,3.6,59.2,0,54.7,3.4,0.3,0.3,0.3,0.7,0
70,4.8,40,8,83.6,1.2,0.9,0.9,0.1,0.9,1
55,3.2,53.9,0,54.5,3.1,0.4,0.3,0.5,0.6,0
64,5.3,37.7,40.4,75.3,1.1,1.2,0.4,0.1,0.9,1
58,4.8,36.5,31.5,67.2,1.3,1.2,0.5,0.3,0.9,1
67,3,43.7,0,61.3,2.9,0.8,0.3,0.5,0.8,1
39,5.4,35.5,26.2,75,2.5,0.9,0.6,0.3,1,0
60,3.1,36.8,23.4,83,0.7,2.1,0.6,0.1,0.9,1
40,1.8,30.5,33.3,80,0.7,1.3,0.3,0,0.9,1
48,3.4,52.2,50,82.4,0.8,1.5,0.3,0.1,0.6,1
38,1.9,31.8,20.8,44.4,0.9,0.4,0.4,0.3,0.5,0
53,3,40.4,27.9,75.9,1.7,0.5,0.3,0.1,0.6,0
45,2.6,41.5,0,63,2.6,0.2,0.2,0.5,0.5,1
68,1.9,31.7,33.3,73.5,0.8,0.3,0.2,0.1,0.3,0
47,1.9,48.6,0,54.1,1.3,0.2,0.1,0.2,0.3,1
81,23.4,56.2,0,59.2,13.9,1.9,0.7,3.5,3.8,1
77,15.4,46.4,36.9,74.6,3.5,3.8,1.6,0.7,2.6,1
81,18.2,47.4,10,83.5,8.7,2.8,1.3,1,3.4,1
81,14.7,42.6,28.1,64.4,9.6,3.8,1.6,0.4,2.8,1
78,21,51.1,0,78.1,10.3,1,0.3,3.5,3,1
82,14.7,50.4,15.4,74.8,9.1,1.8,0.9,1.4,1.9,1
82,15.6,46.9,25,71.3,7.2,1.8,1,0.8,2.1,1
79,10.1,47.4,25.5,71.5,5,2.4,1,1.1,2,1
72,13.5,49.3,0,60.2,7.4,1.3,0.5,1.1,2.2,1
59,17,43.5,31.9,74.2,4.5,3,1.1,0.5,3,1
82,9.8,43.3,0,65.1,6.2,1.1,0.7,0.9,1.7,1
48,15.8,52.4,33.3,70.7,4.6,1.3,1.8,0.8,1.9,0
71,13.8,43.2,29.3,71.7,4.1,1.6,1.1,0.7,1.7,1
39,8.9,44.6,0,83.2,3.2,1.3,0.6,0.1,1.1,1
45,8.1,47.1,23.1,72.8,2.4,3.5,0.7,0.1,1.6,1
77,10.4,46.8,39,78.6,2.3,2.2,0.8,0.2,1.6,1
74,8,40.2,16.7,77.2,2.6,1.6,1,0.2,1.5,0
20,9.4,44.8,0,75.9,4.1,1.2,0.8,0.3,1.3,0
77,9.1,44.3,33.3,72.7,2.8,1.9,0.5,0.4,1.3,1
56,5.6,47.5,0,71,4.9,2.1,0.7,1.8,1.9,1
73,10.3,47.5,33.3,76.2,2,1,0.5,0.1,1.3,0
40,6.1,52.8,23.8,73.7,2.1,0.6,0.5,0.2,0.7,0
82,6.6,50,0,70,5.3,1,0.7,0.2,1.2,1
82,5.2,45.6,39.1,57.4,1.4,3.3,0.7,0.1,1,1
50,5.4,43.8,31.6,79.6,1.1,1.7,0.4,0.1,0.9,1
79,5.3,44.6,28.6,66.5,4,0.9,0.6,0.5,1.1,0
80,4.3,43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0
80,4.3,43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0
68,3.9,35.8,16.7,79.4,1.5,2.3,0.8,0,1.3,1
43,5.4,55,0,64.3,3.8,0.3,0.3,0.4,0.9,0
52,4.5,43.9,10,62.5,0.7,2.2,0.4,0.1,0.8,1
47,4.4,36.9,33.3,67.3,0.9,1.4,0.7,0.1,0.9,1
